ProductID,ProductName,Manufacturer,YearOfManufacture,ProductType,MaterialPlastic,MaterialMetal,MaterialGlass,RecyclabilityScore,CO2Emissions,RepairCost,RepairFrequency,RepairabilityScore,EndOfLifeOption,SupplierLocation
733,Product_733,CompanyC,2013,Appliances,51.5625,20.3125,28.125,7,734.8772270692194,209.80172013433335,0,3,Recyclable,China
734,Product_734,CompanyC,2020,Electronics,42.465753424657535,28.767123287671232,28.767123287671232,68,185.59842889619733,736.0570275348534,3,6,Hazardous,Germany
735,Product_735,CompanyC,2011,Electronics,38.21138211382114,24.796747967479675,36.99186991869919,76,480.726922928598,356.7401613730694,1,1,Hazardous,China
736,Product_736,CompanyA,2000,Clothing,71.7741935483871,28.225806451612907,0.0,96,535.3184553781457,631.6058970970754,9,10,Hazardous,China
737,Product_737,CompanyC,2014,Clothing,40.44444444444444,26.222222222222225,33.33333333333333,80,863.528969456456,813.0010981577459,3,3,Recyclable,Sweden
738,Product_738,CompanyC,2005,Electronics,33.490566037735846,23.58490566037736,42.924528301886795,53,974.5854529272997,702.187549255327,9,3,Recyclable,Sweden
739,Product_739,CompanyB,2003,Appliances,40.0,37.5,22.5,33,247.7944173774603,586.5336103823128,7,4,Hazardous,China
740,Product_740,CompanyC,2022,Electronics,0.0,12.037037037037036,87.96296296296296,58,563.6059589975392,419.83760988908324,4,3,Hazardous,Germany
741,Product_741,CompanyB,2004,Clothing,8.264462809917356,66.94214876033058,24.793388429752067,96,972.6959487654714,707.4426089875999,3,8,Hazardous,USA
742,Product_742,CompanyC,2006,Electronics,49.48979591836735,42.857142857142854,7.653061224489796,77,394.47298254235136,308.93734667838595,5,9,Hazardous,China
743,Product_743,CompanyC,2000,Clothing,43.78109452736319,33.83084577114428,22.388059701492537,80,921.9796622351281,478.26874276973206,1,9,Recyclable,USA
744,Product_744,CompanyB,2014,Appliances,26.060606060606062,18.787878787878785,55.15151515151515,54,133.74248497397025,563.6206531578572,1,3,Hazardous,China
745,Product_745,CompanyC,2019,Electronics,5.747126436781609,39.6551724137931,54.59770114942529,36,452.785085741028,971.1954975950775,7,2,Recyclable,Sweden
746,Product_746,CompanyA,2000,Clothing,71.11111111111111,1.4814814814814816,27.40740740740741,66,340.20746829681843,381.656838450142,1,5,Hazardous,Germany
747,Product_747,CompanyC,2021,Appliances,15.348837209302326,43.72093023255814,40.93023255813954,79,579.7314796407725,60.37458212132984,3,1,Recyclable,USA
748,Product_748,CompanyB,2010,Appliances,12.592592592592592,22.22222222222222,65.18518518518519,97,87.69528503997489,263.2853455574741,1,4,Hazardous,Sweden
749,Product_749,CompanyA,2014,Appliances,28.389830508474578,31.779661016949152,39.83050847457627,96,504.6873072595114,738.7898205104601,3,5,Hazardous,Germany
750,Product_750,CompanyB,2019,Electronics,83.5820895522388,14.925373134328357,1.4925373134328357,17,253.00142443763355,70.91433619731497,2,5,Hazardous,Germany
751,Product_751,CompanyB,2020,Electronics,26.27450980392157,38.03921568627451,35.68627450980392,10,383.4602636113986,727.8373797238759,1,9,Hazardous,Germany
752,Product_752,CompanyC,2021,Appliances,40.243902439024396,53.65853658536586,6.097560975609756,73,746.684822459121,954.3253314129399,5,3,Hazardous,China
753,Product_753,CompanyC,2009,Electronics,48.05825242718447,20.388349514563107,31.55339805825243,20,119.34779478643414,280.39375205441155,3,8,Recyclable,Sweden
754,Product_754,CompanyC,2013,Appliances,24.615384615384617,0.0,75.38461538461539,52,565.4632176049796,887.774899040157,8,4,Hazardous,USA
755,Product_755,CompanyC,2017,Electronics,23.5,33.5,43.0,26,738.561198734622,141.89367123087348,3,5,Hazardous,Sweden
756,Product_756,CompanyC,2005,Appliances,31.11111111111111,22.22222222222222,46.666666666666664,6,856.6805008396376,723.4503261863041,3,3,Hazardous,Sweden
757,Product_757,CompanyB,2016,Appliances,44.537815126050425,22.689075630252102,32.773109243697476,42,410.57943126792446,290.60916017161617,2,9,Hazardous,USA
758,Product_758,CompanyC,2022,Appliances,6.081081081081082,65.54054054054053,28.37837837837838,17,213.4405959791239,379.2972612975693,2,10,Recyclable,China
759,Product_759,CompanyC,2015,Electronics,49.375,47.5,3.125,99,100.47393056810785,282.60296024506846,3,2,Recyclable,Sweden
760,Product_760,CompanyC,2015,Electronics,1.7391304347826086,76.52173913043478,21.73913043478261,13,957.0107721422279,479.6624927045355,5,5,Recyclable,China
761,Product_761,CompanyA,2015,Appliances,28.915662650602407,27.710843373493976,43.373493975903614,35,989.9068394221673,878.2826385523839,2,5,Recyclable,Germany
762,Product_762,CompanyC,2012,Clothing,10.1010101010101,45.45454545454545,44.44444444444444,59,215.7468589475027,702.6843121679553,7,7,Hazardous,USA
763,Product_763,CompanyA,2019,Appliances,49.557522123893804,5.3097345132743365,45.13274336283185,25,288.53012107175954,220.20152736351884,7,1,Recyclable,China
764,Product_764,CompanyB,2018,Clothing,37.03703703703704,11.851851851851853,51.11111111111111,53,800.32722289862,188.14872456937206,1,7,Hazardous,Germany
765,Product_765,CompanyB,2006,Electronics,32.51231527093596,43.84236453201971,23.645320197044335,34,656.3895173887341,769.1843475645389,8,4,Hazardous,USA
766,Product_766,CompanyA,2009,Appliances,5.369127516778524,30.201342281879196,64.42953020134227,98,639.3608903356601,510.75591519930566,5,7,Recyclable,China
767,Product_767,CompanyC,2016,Electronics,33.11258278145696,58.27814569536424,8.609271523178808,2,731.9696237093868,95.79051379926695,6,6,Hazardous,Germany
768,Product_768,CompanyB,2010,Appliances,38.009049773755656,22.624434389140273,39.366515837104075,77,92.40971518062898,412.56305129458656,9,6,Hazardous,Sweden
769,Product_769,CompanyC,2013,Electronics,33.0188679245283,63.20754716981132,3.7735849056603774,12,110.29184938779773,498.091083210324,1,3,Hazardous,Germany
770,Product_770,CompanyC,2014,Electronics,64.70588235294117,8.49673202614379,26.797385620915033,93,957.9057403642364,725.4468678176041,1,2,Recyclable,Sweden
771,Product_771,CompanyB,2014,Appliances,14.545454545454545,72.72727272727273,12.727272727272727,92,604.9285113395606,343.3348628129554,5,8,Recyclable,USA
772,Product_772,CompanyA,2020,Clothing,73.4375,11.71875,14.84375,36,964.0011815440112,640.5376285552459,0,5,Recyclable,Sweden
773,Product_773,CompanyC,2019,Appliances,28.823529411764703,20.0,51.17647058823529,23,344.0159034806899,794.1471631301591,3,9,Recyclable,Sweden
774,Product_774,CompanyB,2018,Appliances,31.73076923076923,25.0,43.269230769230774,50,728.2446882488052,630.9826617120547,6,2,Recyclable,Germany
775,Product_775,CompanyA,2000,Electronics,22.0,62.0,16.0,64,296.87828939955534,909.1662531633822,4,4,Hazardous,USA
776,Product_776,CompanyC,2011,Electronics,14.795918367346939,34.69387755102041,50.51020408163265,14,600.0795922514892,360.8823660545062,7,9,Recyclable,Sweden
777,Product_777,CompanyC,2008,Appliances,39.130434782608695,55.90062111801242,4.968944099378882,68,964.5315098582888,453.1903263967846,4,7,Recyclable,Sweden
778,Product_778,CompanyB,2023,Clothing,75.2,11.200000000000001,13.600000000000001,70,462.6710882661503,722.615617947729,5,3,Hazardous,Germany
779,Product_779,CompanyA,2006,Appliances,37.42690058479532,6.432748538011696,56.14035087719298,37,206.42272567155885,511.9032439415656,9,9,Hazardous,Germany
780,Product_780,CompanyB,2008,Clothing,20.21857923497268,30.601092896174865,49.18032786885246,1,694.6190485657369,681.8947369678389,8,1,Hazardous,USA
781,Product_781,CompanyB,2018,Electronics,54.61538461538461,10.0,35.38461538461539,89,352.430386697714,681.2673684344744,8,5,Recyclable,China
782,Product_782,CompanyA,2004,Clothing,41.717791411042946,57.05521472392638,1.2269938650306749,84,809.780656871181,838.9696380521311,8,6,Recyclable,Germany
783,Product_783,CompanyB,2004,Clothing,42.5414364640884,45.30386740331492,12.154696132596685,98,84.92431337908396,135.0204882210925,2,10,Recyclable,Sweden
784,Product_784,CompanyC,2023,Clothing,11.848341232227488,41.70616113744076,46.44549763033176,42,223.2234144331342,582.9783084917044,5,1,Recyclable,Sweden
785,Product_785,CompanyC,2015,Clothing,15.74074074074074,2.7777777777777777,81.48148148148148,86,945.3374153901731,570.7442774008089,1,2,Hazardous,Sweden
786,Product_786,CompanyB,2008,Clothing,40.343347639484975,30.90128755364807,28.75536480686695,24,148.5788211725753,709.7842139774707,1,1,Recyclable,China
787,Product_787,CompanyC,2016,Clothing,20.0,40.95238095238095,39.04761904761905,1,987.192022132135,722.0697215892293,7,4,Recyclable,USA
788,Product_788,CompanyB,2001,Electronics,43.19526627218935,46.74556213017752,10.059171597633137,86,449.49308796960884,881.7704449823912,1,6,Hazardous,Sweden
789,Product_789,CompanyC,2009,Appliances,18.181818181818183,30.303030303030305,51.515151515151516,18,628.7601821853716,182.16067245765962,5,2,Hazardous,China
790,Product_790,CompanyC,2000,Electronics,42.608695652173914,32.17391304347826,25.217391304347824,70,242.19618939367248,480.9906380832439,8,3,Recyclable,USA
791,Product_791,CompanyA,2011,Electronics,10.81081081081081,61.261261261261254,27.927927927927925,36,851.3669999539277,686.9292524887304,2,9,Hazardous,China
792,Product_792,CompanyC,2022,Appliances,23.076923076923077,2.564102564102564,74.35897435897436,65,410.69562112599056,766.3542044044145,4,2,Recyclable,Germany
793,Product_793,CompanyB,2016,Electronics,18.666666666666668,16.0,65.33333333333333,55,483.8187643043424,282.41971149745154,7,1,Recyclable,USA
794,Product_794,CompanyA,2019,Electronics,17.346938775510203,9.183673469387756,73.46938775510205,13,719.7332513537293,471.56284967169194,4,8,Hazardous,China
795,Product_795,CompanyA,2020,Electronics,38.659793814432994,15.979381443298967,45.36082474226804,54,365.9418067163455,860.9603119713589,1,4,Recyclable,China
796,Product_796,CompanyB,2007,Appliances,22.77777777777778,52.77777777777778,24.444444444444443,7,584.1712792396968,763.0669931670062,8,9,Recyclable,China
797,Product_797,CompanyA,2005,Appliances,20.0,41.25,38.75,2,970.2718466262936,891.7965609998563,3,9,Hazardous,Germany
798,Product_798,CompanyB,2012,Clothing,7.9470198675496695,60.9271523178808,31.125827814569533,78,402.50339936479446,323.8892179084474,7,1,Recyclable,USA
799,Product_799,CompanyB,2010,Clothing,34.705882352941174,31.176470588235293,34.11764705882353,81,588.489000472718,182.50147564336265,4,2,Recyclable,USA
800,Product_800,CompanyC,2013,Appliances,29.078014184397162,70.2127659574468,0.7092198581560284,91,531.9861927211298,51.968010899364444,7,3,Hazardous,China
801,Product_801,CompanyC,2004,Clothing,44.927536231884055,6.521739130434782,48.55072463768116,46,668.5379246693608,916.2915452043366,8,3,Hazardous,Sweden
802,Product_802,CompanyA,2007,Clothing,26.666666666666668,30.76923076923077,42.56410256410256,96,87.99210619058263,121.362965813195,7,8,Hazardous,Sweden
803,Product_803,CompanyA,2017,Appliances,53.125,10.0,36.875,98,637.8890711734723,694.8445288719873,5,10,Recyclable,USA
804,Product_804,CompanyC,2009,Appliances,34.090909090909086,51.515151515151516,14.393939393939394,39,611.2176604449993,694.6189798838865,5,10,Hazardous,China
805,Product_805,CompanyB,2012,Appliances,42.76729559748428,32.075471698113205,25.157232704402517,66,556.012332411894,667.472085158351,5,1,Hazardous,Sweden
806,Product_806,CompanyA,2020,Clothing,13.855421686746988,26.506024096385545,59.63855421686747,15,935.6700718030155,374.5349834965662,4,3,Hazardous,USA
807,Product_807,CompanyB,2011,Appliances,4.444444444444445,25.925925925925924,69.62962962962963,52,242.1367453221084,303.72331389541625,6,5,Recyclable,Sweden
808,Product_808,CompanyB,2023,Clothing,1.0204081632653061,79.59183673469387,19.387755102040817,62,372.45860622897453,703.4150330063301,5,5,Recyclable,China
809,Product_809,CompanyA,2000,Electronics,17.355371900826448,19.00826446280992,63.63636363636363,75,546.1051503195929,376.31967749383296,7,6,Recyclable,USA
810,Product_810,CompanyC,2004,Clothing,35.84905660377358,30.18867924528302,33.9622641509434,77,867.4829844304779,645.5210163678773,6,3,Recyclable,China
811,Product_811,CompanyA,2019,Electronics,5.0,30.0,65.0,84,464.3633523895421,135.6061294037652,7,7,Recyclable,USA
812,Product_812,CompanyC,2007,Appliances,60.0,19.375,20.625,77,129.98086163357155,941.8981621091399,2,9,Recyclable,China
813,Product_813,CompanyA,2007,Clothing,41.61490683229814,1.8633540372670807,56.52173913043478,56,187.85153342400963,801.103879554454,0,8,Hazardous,China
814,Product_814,CompanyB,2020,Clothing,54.06976744186046,3.488372093023256,42.44186046511628,51,504.6602921897101,785.114986020027,2,6,Recyclable,China
815,Product_815,CompanyB,2004,Electronics,53.03867403314917,31.491712707182316,15.469613259668508,56,486.4449426818264,306.3526017179378,8,3,Recyclable,USA
816,Product_816,CompanyB,2018,Appliances,36.405529953917046,27.64976958525346,35.944700460829495,44,970.304880338647,369.67277136971546,5,9,Recyclable,China
817,Product_817,CompanyA,2014,Appliances,25.71428571428571,67.14285714285714,7.142857142857142,2,114.50398865437495,832.4528386506447,3,5,Recyclable,USA
818,Product_818,CompanyA,2019,Electronics,29.629629629629626,51.85185185185185,18.51851851851852,88,556.0132875490795,574.200831711035,9,6,Recyclable,Sweden
819,Product_819,CompanyC,2000,Electronics,16.867469879518072,53.6144578313253,29.518072289156628,88,119.7551176719288,252.4929003903818,1,2,Recyclable,Sweden
820,Product_820,CompanyC,2005,Electronics,70.70707070707071,29.292929292929294,0.0,77,638.2561284107062,836.3253481790892,4,10,Recyclable,China
821,Product_821,CompanyA,2004,Clothing,55.42168674698795,26.506024096385545,18.072289156626507,79,443.07681636588535,987.2778465570788,3,2,Hazardous,Germany
822,Product_822,CompanyA,2021,Clothing,13.385826771653544,40.15748031496063,46.45669291338583,18,445.2831852257809,478.28918153799737,3,9,Hazardous,China
823,Product_823,CompanyC,2023,Electronics,47.674418604651166,19.186046511627907,33.13953488372093,12,552.8292122523783,437.7282140708023,6,3,Hazardous,Sweden
824,Product_824,CompanyB,2000,Electronics,38.72340425531915,34.04255319148936,27.23404255319149,90,761.0703807520244,831.8612917808802,2,4,Recyclable,Germany
825,Product_825,CompanyB,2010,Appliances,41.935483870967744,21.50537634408602,36.55913978494624,57,133.02330326970724,963.0754786334879,2,6,Hazardous,Sweden
826,Product_826,CompanyC,2013,Appliances,15.463917525773196,42.2680412371134,42.2680412371134,39,780.8413141383486,996.0351307348682,5,1,Hazardous,Germany
827,Product_827,CompanyB,2007,Clothing,10.833333333333334,45.83333333333333,43.333333333333336,59,63.43257635568446,763.2825504634588,5,1,Hazardous,USA
828,Product_828,CompanyC,2018,Electronics,43.60189573459716,28.90995260663507,27.488151658767773,52,401.76508676564436,544.014034067716,9,9,Hazardous,Germany
829,Product_829,CompanyB,2010,Appliances,29.493087557603687,32.25806451612903,38.24884792626728,90,447.46747236825286,73.5351205627741,8,3,Hazardous,China
830,Product_830,CompanyA,2005,Appliances,1.4285714285714286,30.714285714285715,67.85714285714286,51,822.4632943726299,802.8863546915526,9,1,Recyclable,USA
831,Product_831,CompanyB,2021,Electronics,48.80952380952381,47.023809523809526,4.166666666666666,32,274.87992163581043,430.97543122018914,9,3,Hazardous,Sweden
832,Product_832,CompanyA,2014,Appliances,50.877192982456144,39.1812865497076,9.941520467836257,43,749.9608578638987,139.66628039707967,4,3,Hazardous,Germany
833,Product_833,CompanyC,2018,Clothing,24.137931034482758,48.275862068965516,27.586206896551722,86,89.33408492815646,409.3356508604528,8,6,Hazardous,China
834,Product_834,CompanyC,2006,Clothing,11.73469387755102,41.83673469387755,46.42857142857143,27,272.42790335376117,774.4308182187548,0,9,Recyclable,Germany
835,Product_835,CompanyC,2021,Electronics,46.728971962616825,16.822429906542055,36.44859813084112,84,215.82962062536674,326.00241552704654,0,9,Recyclable,USA
836,Product_836,CompanyC,2018,Electronics,5.0,70.0,25.0,75,899.5774702240002,100.72366409157578,0,7,Hazardous,Sweden
837,Product_837,CompanyA,2018,Electronics,25.454545454545453,41.36363636363637,33.18181818181819,60,782.1291707104359,914.1189354127071,2,3,Hazardous,Germany
838,Product_838,CompanyA,2006,Electronics,28.02547770700637,29.29936305732484,42.675159235668794,96,712.4563881783223,118.57118928364815,6,9,Hazardous,Germany
839,Product_839,CompanyB,2022,Electronics,40.46242774566474,27.74566473988439,31.79190751445087,18,110.73104731488975,751.9936675689097,9,10,Recyclable,Germany
840,Product_840,CompanyB,2015,Appliances,47.56756756756757,49.18918918918919,3.2432432432432434,72,212.63502309807077,126.69435286309493,8,1,Hazardous,Germany
841,Product_841,CompanyB,2007,Electronics,26.174496644295303,20.80536912751678,53.02013422818792,92,995.6838198733884,152.60641406906376,4,8,Recyclable,Sweden
842,Product_842,CompanyA,2016,Electronics,32.98969072164948,59.79381443298969,7.216494845360824,18,105.34546786423009,421.58898931799416,7,2,Recyclable,Sweden
843,Product_843,CompanyB,2000,Appliances,2.8301886792452833,19.81132075471698,77.35849056603774,72,604.5022682849113,382.6228515959824,8,6,Recyclable,USA
844,Product_844,CompanyA,2013,Clothing,49.685534591194966,22.0125786163522,28.30188679245283,51,522.2579404188698,102.3337785811208,6,10,Recyclable,Sweden
845,Product_845,CompanyA,2003,Appliances,47.42268041237113,2.0618556701030926,50.51546391752577,36,157.1090249256642,429.81575221380746,7,1,Hazardous,USA
846,Product_846,CompanyA,2019,Electronics,34.22459893048128,33.68983957219251,32.0855614973262,40,507.6319883787414,698.9023490425025,3,3,Recyclable,Sweden
847,Product_847,CompanyB,2010,Electronics,20.8955223880597,56.71641791044776,22.388059701492537,26,675.6464209896242,300.3534243452161,2,5,Hazardous,USA
848,Product_848,CompanyB,2014,Appliances,9.89010989010989,49.45054945054945,40.65934065934066,47,126.8444356146675,397.9793422667943,4,6,Hazardous,China
849,Product_849,CompanyA,2020,Electronics,5.833333333333333,34.166666666666664,60.0,20,937.1320000656107,720.1413233571001,4,3,Recyclable,Sweden
850,Product_850,CompanyB,2003,Appliances,68.30985915492957,10.56338028169014,21.12676056338028,16,720.6323411326866,926.1171583834099,0,1,Hazardous,China
851,Product_851,CompanyA,2006,Electronics,61.904761904761905,22.22222222222222,15.873015873015872,97,318.3955953029656,538.3073070456037,6,10,Hazardous,Sweden
852,Product_852,CompanyB,2010,Electronics,4.580152671755725,49.61832061068702,45.80152671755725,59,839.8597919737718,98.52990843524961,0,8,Recyclable,China
853,Product_853,CompanyB,2015,Appliances,38.54166666666667,54.166666666666664,7.291666666666667,6,554.5252267804688,651.9325283855178,3,7,Hazardous,USA
854,Product_854,CompanyC,2019,Electronics,31.313131313131315,9.090909090909092,59.59595959595959,54,536.4471733248224,127.29915945705007,1,1,Hazardous,USA
855,Product_855,CompanyA,2019,Appliances,40.88669950738916,17.24137931034483,41.87192118226601,79,355.5477848345022,438.0426804050831,5,1,Hazardous,Sweden
856,Product_856,CompanyB,2007,Clothing,12.637362637362637,38.46153846153847,48.9010989010989,62,377.73151646375493,98.31894688903937,5,1,Hazardous,USA
857,Product_857,CompanyB,2014,Electronics,59.09090909090909,27.27272727272727,13.636363636363635,4,967.7170676411328,234.964217458578,7,2,Hazardous,China
858,Product_858,CompanyC,2008,Appliances,67.74193548387096,8.870967741935484,23.387096774193548,30,765.1818790027272,251.54373146703685,4,10,Recyclable,Sweden
859,Product_859,CompanyB,2011,Electronics,54.70588235294118,37.64705882352941,7.647058823529412,61,748.1793639679223,883.2305378854976,5,2,Recyclable,China
860,Product_860,CompanyC,2005,Electronics,32.19178082191781,35.61643835616438,32.19178082191781,69,908.6157025041359,67.41378958679883,7,4,Hazardous,Germany
861,Product_861,CompanyB,2008,Electronics,57.24137931034483,26.89655172413793,15.862068965517242,29,509.72873307476226,923.6401893043814,0,9,Recyclable,Germany
862,Product_862,CompanyB,2022,Clothing,24.705882352941178,47.05882352941176,28.235294117647058,42,377.78560002429214,253.82782674311807,6,3,Hazardous,USA
863,Product_863,CompanyB,2001,Clothing,44.85981308411215,25.233644859813083,29.906542056074763,27,973.363188342015,526.921958551059,4,9,Hazardous,USA
864,Product_864,CompanyC,2021,Electronics,26.01626016260163,34.959349593495936,39.02439024390244,87,842.2298131968323,719.883401893454,2,4,Hazardous,China
865,Product_865,CompanyB,2010,Electronics,20.212765957446805,43.61702127659575,36.17021276595745,89,896.2959761026593,357.22008685966864,7,10,Recyclable,Sweden
866,Product_866,CompanyA,2020,Electronics,59.756097560975604,37.80487804878049,2.4390243902439024,73,988.6448782402425,924.1657083480652,8,8,Hazardous,Sweden
867,Product_867,CompanyB,2023,Clothing,78.15126050420169,4.201680672268908,17.647058823529413,32,319.0006964820363,88.26243541616009,8,9,Recyclable,Sweden
868,Product_868,CompanyB,2004,Electronics,70.2127659574468,8.51063829787234,21.27659574468085,34,322.1774042750073,983.3597767808484,5,2,Hazardous,Germany
869,Product_869,CompanyA,2018,Electronics,38.70967741935484,51.61290322580645,9.67741935483871,62,663.7460581329824,360.8745291148925,4,5,Hazardous,Germany
870,Product_870,CompanyB,2011,Appliances,26.976744186046513,39.06976744186046,33.95348837209302,85,690.0035301174394,931.4574900558334,0,10,Hazardous,Germany
871,Product_871,CompanyB,2017,Clothing,44.06779661016949,12.429378531073446,43.50282485875706,24,237.27178979474587,298.81188607178115,2,1,Recyclable,China
872,Product_872,CompanyB,2014,Appliances,36.708860759493675,0.6329113924050633,62.65822784810127,40,765.9111268269638,637.8628910435874,6,5,Hazardous,USA
873,Product_873,CompanyB,2009,Appliances,62.16216216216216,30.630630630630627,7.207207207207207,7,155.51185900053127,456.3840563221287,9,2,Hazardous,USA
874,Product_874,CompanyB,2005,Electronics,7.142857142857142,91.07142857142857,1.7857142857142856,58,815.7883407115623,329.59836045697693,0,7,Hazardous,USA
875,Product_875,CompanyC,2009,Electronics,66.66666666666666,3.0303030303030303,30.303030303030305,62,531.8790224820245,473.4239174930158,8,6,Hazardous,USA
876,Product_876,CompanyB,2013,Appliances,33.33333333333333,22.972972972972975,43.69369369369369,11,138.2983664850998,797.2358169475382,1,7,Recyclable,Germany
877,Product_877,CompanyB,2003,Clothing,28.21576763485477,40.66390041493776,31.12033195020747,46,575.6556164791882,420.1589554097689,1,10,Recyclable,USA
878,Product_878,CompanyB,2017,Electronics,45.714285714285715,28.57142857142857,25.71428571428571,59,458.2253421271774,64.29225914226514,6,6,Recyclable,USA
879,Product_879,CompanyC,2006,Electronics,44.44444444444444,24.786324786324787,30.76923076923077,77,709.3082623444155,250.64814316796338,8,9,Recyclable,China
880,Product_880,CompanyC,2023,Appliances,5.813953488372093,48.837209302325576,45.348837209302324,49,59.02213199232334,98.08256788415243,6,3,Hazardous,Sweden
881,Product_881,CompanyA,2020,Electronics,82.6923076923077,6.730769230769231,10.576923076923077,19,848.7960200949817,996.6820255294568,6,9,Recyclable,China
882,Product_882,CompanyA,2014,Clothing,40.88050314465409,33.33333333333333,25.78616352201258,48,785.106067081935,705.3920381129606,0,8,Recyclable,Germany
883,Product_883,CompanyA,2021,Appliances,69.36936936936937,18.91891891891892,11.711711711711711,83,918.7822643704209,834.9180553476524,9,8,Hazardous,Germany
884,Product_884,CompanyC,2010,Electronics,37.41496598639456,22.448979591836736,40.136054421768705,78,532.6977886241336,82.91589001089041,1,7,Recyclable,USA
885,Product_885,CompanyB,2010,Appliances,65.60000000000001,33.6,0.8,32,804.8877735207882,613.8656995169973,1,10,Hazardous,USA
886,Product_886,CompanyC,2011,Clothing,30.128205128205128,17.94871794871795,51.92307692307693,26,285.46633717067834,610.4980669282179,8,7,Recyclable,Sweden
887,Product_887,CompanyC,2022,Appliances,23.96694214876033,15.702479338842975,60.33057851239669,52,232.00399450459028,281.94679306073556,0,8,Recyclable,China
888,Product_888,CompanyB,2007,Electronics,69.84126984126983,28.57142857142857,1.5873015873015872,23,178.86046005868113,399.61551388690407,1,6,Hazardous,China
889,Product_889,CompanyB,2007,Clothing,30.28169014084507,24.647887323943664,45.07042253521127,31,695.6580793259355,716.1923856220867,5,8,Hazardous,USA
890,Product_890,CompanyB,2020,Clothing,26.89655172413793,10.344827586206897,62.758620689655174,20,876.51212996939,163.6117816125938,0,7,Recyclable,China
891,Product_891,CompanyB,2014,Appliances,42.74193548387097,14.516129032258066,42.74193548387097,30,332.55478548212653,238.76287756063152,2,8,Recyclable,Sweden
892,Product_892,CompanyB,2019,Appliances,22.123893805309734,76.10619469026548,1.7699115044247788,69,861.4729683817712,254.5915523380084,0,3,Hazardous,China
893,Product_893,CompanyA,2022,Appliances,52.662721893491124,2.9585798816568047,44.37869822485207,98,533.492155967143,768.6475815553242,5,9,Hazardous,China
894,Product_894,CompanyC,2014,Electronics,61.64383561643836,9.58904109589041,28.767123287671232,31,130.86153014583914,760.0341623770895,5,5,Hazardous,USA
895,Product_895,CompanyB,2020,Clothing,55.24475524475524,40.55944055944056,4.195804195804196,15,646.0086128315187,571.8322553202993,7,3,Recyclable,USA
896,Product_896,CompanyC,2005,Electronics,30.201342281879196,43.624161073825505,26.174496644295303,82,212.70194051464824,478.2626207149421,1,2,Hazardous,China
897,Product_897,CompanyA,2005,Clothing,41.333333333333336,34.66666666666667,24.0,46,601.6757902800259,981.4354436520601,7,7,Hazardous,Sweden
898,Product_898,CompanyA,2023,Clothing,41.14583333333333,24.479166666666664,34.375,66,264.7838643320443,971.3326723554806,2,8,Recyclable,Germany
899,Product_899,CompanyB,2005,Appliances,9.523809523809524,53.96825396825397,36.507936507936506,2,68.14345063404932,776.1185648871946,7,4,Recyclable,Sweden
900,Product_900,CompanyA,2003,Clothing,39.473684210526315,25.438596491228072,35.08771929824561,72,319.5212898939356,425.6786121895649,0,5,Recyclable,USA
901,Product_901,CompanyC,2008,Appliances,75.0,4.310344827586207,20.689655172413794,12,219.8769642544619,106.01478569771248,5,6,Hazardous,USA
902,Product_902,CompanyA,2012,Clothing,11.71875,39.0625,49.21875,89,246.48453777784658,318.39842854184496,6,6,Hazardous,Germany
903,Product_903,CompanyA,2019,Electronics,48.8235294117647,8.235294117647058,42.94117647058823,36,462.6136069379317,868.659881719881,1,8,Recyclable,USA
904,Product_904,CompanyB,2022,Clothing,50.27624309392266,7.734806629834254,41.988950276243095,50,329.0538813381848,881.1173428366939,3,4,Hazardous,USA
905,Product_905,CompanyA,2000,Clothing,42.2680412371134,37.11340206185567,20.618556701030926,86,100.2531297476919,470.2636105321118,0,10,Recyclable,USA
906,Product_906,CompanyC,2021,Electronics,21.367521367521366,20.51282051282051,58.119658119658126,90,921.9595608750355,733.3026610957547,6,3,Hazardous,Sweden
907,Product_907,CompanyA,2011,Clothing,38.38383838383838,40.4040404040404,21.21212121212121,50,201.92434053354833,932.1602923384168,8,2,Recyclable,China
908,Product_908,CompanyC,2018,Appliances,65.73426573426573,0.6993006993006993,33.56643356643357,67,837.6443101161199,938.2203225616574,2,6,Hazardous,USA
909,Product_909,CompanyC,2002,Electronics,2.941176470588235,76.47058823529412,20.588235294117645,14,124.0892778444774,303.2470656413674,1,9,Hazardous,Germany
910,Product_910,CompanyB,2001,Appliances,7.9470198675496695,40.397350993377486,51.65562913907284,85,244.34320097108488,117.0784516736252,7,6,Hazardous,Germany
911,Product_911,CompanyC,2013,Electronics,4.854368932038835,30.097087378640776,65.0485436893204,8,107.44508780317943,213.68006349032527,5,8,Hazardous,USA
912,Product_912,CompanyB,2023,Appliances,24.774774774774773,42.34234234234234,32.88288288288289,81,830.5670641988961,898.7933495174341,2,5,Recyclable,Germany
913,Product_913,CompanyA,2017,Clothing,26.0,36.0,38.0,65,603.1473753073757,662.7247030066429,1,1,Hazardous,China
914,Product_914,CompanyB,2000,Clothing,90.9090909090909,6.0606060606060606,3.0303030303030303,60,130.72519335209552,686.600173788242,9,4,Hazardous,Germany
915,Product_915,CompanyC,2000,Electronics,24.0,37.333333333333336,38.666666666666664,55,334.47771477731897,724.8637939833542,4,8,Recyclable,Germany
916,Product_916,CompanyB,2013,Electronics,8.208955223880597,35.82089552238806,55.970149253731336,64,968.3788224340357,603.9339775486188,7,8,Recyclable,Sweden
